Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Clean_Bahan
Tongseng kambing dapur ardani,https://img-global.cpcdn.com/recipes/a6bd7bcae5ede709/680x482cq70/tongseng-kambing-dapur-ardani-foto-resep-utama.jpg,"1/2 kilo isi daging dan tulang kambing,1/4 kubis iris halus,2 buah tomat potong kotak,4 batang daun bawang iris serong,Secukupnya bawang goreng,Bumbu halus :,8 siung bawang merah,5 siung bawang putih,10 buah cabe rawit atau sesuai selera,10 buah cabe keriting atau sesuai selera,4 butir kemiri sangrai,1/2 sendok teh ketumbar,1/2 sendok teh merica,2 cm kunyit,6 biji cengkeh,1/6 pala(jgn bnyk2 bs bikin mabuk klo yg g kuat),1/2 sendok teh jinten,3 cm gula merah,Bumbu lainnya :,2 cm kayu manis,2 batang serai geprek,2 cm jahe geprek,2 cm lengkuas geprek,3 lembar daun jeruk,2 lembar daun salam,1 1/2 bungkus santan kara,Secukupnya gula,garam dan penyedap rasa,Secukupnya kecap manis,Secukupnya minyak goreng,Secukupnya air bersih","Cuci bersih daging kambing dan potong sesuai selera.,Panaskan minyak dalam pengorengan, tambahkan bumbu halus, daun salam, daun jeruk, jahe, serai, daun salam dan kayu manis. Tumis sampai mengeluarkan aroma.,Masukkan daging kambing, aduk hingga rata. Lalu beri air sampai seluruh daging terbenam.,Tambahkan gula, garam dan penyedap rasa. Biarkan kurang lebih 20 menit atau sampai daging empuk,Masukkan santan dan kecap manis, aduk rata.,Jika sudah mendidih tambahkan kubis,tomat daun bawang. Masak sampai layu.,Koreksi rasa. Jika sudah pas, matikan api dan pindahkan ke piring saji. Jangan lupa taburkan bawang goreng dan beri irisan jeruk nipis. Selamat mencoba.","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 4""}]","['kilo', 'isi', 'daging', 'tulang', 'kambing', 'kubis', 'tomat', 'kotak', 'bawang', 'serongsecukupnya', 'bawang', 'gorengbumbu', 'bawang', 'merah', 'bawang', 'putih', 'cabe', 'rawit', 'cabe', 'keriting', 'butir', 'kemiri', 'sangrai', 'teh', 'ketumbar', 'teh', 'merica', 'cm', 'kunyit', 'biji', 'cengkeh', 'palajgn', 'bnyk', 'bs', 'bikin', 'mabuk', 'klo', 'kuat', 'teh', 'jinten', 'cm', 'gula', 'merahbumbu', 'cm', 'kayu', 'manis', 'serai', 'cm', 'jahe', 'cm', 'lengkuas', 'jeruk', 'salam', 'santan', 'karasecukupnya', 'gulagaram', 'sedap', 'rasasecukupnya', 'kecap', 'manissecukupnya', 'minyak', 'gorengsecukupnya', 'air']"
Tumis Labu Tempe Sederhana,https://img-global.cpcdn.com/recipes/a3af1beeb04437be/680x482cq70/tumis-labu-tempe-sederhana-foto-resep-utama.jpg,"1/2 labu kecil (disesuaikan ya Bu..),1 papan tempe,20 cabe iris (disesuaikan ya Bu...),5 buah bawang merah,3 buah bawang putih,Garam,gula,penyedap rasa","Cuci kemudian iris tipis labu bentuk memanjang.,Potong tempe.,Iris tipis cabe,bawang merah dan putih.,Masukkan bumbu iris tadi ke dalam minyak panas.,Tumis hingga layu..lalu masukkan tempe...aduk sampai tercampur...kemudian masukkan labu.,Tumis hingga layu tercampur,kemudian berikan garam,gula,penyedap rasa secukupnya,aduk merata,koreksi rasa...,Jika sudah pas...sajikan bersama ikan keranjang dan nasi hangat..,Masyaallah...nikmat mana lagi yang akan kita dustakan?","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['labu', 'bu', 'papan', 'tempe', 'cabe', 'bu', 'bawang', 'merah', 'bawang', 'putihgaramgulapenyedap']"
Nasi Goreng Kikil Kambing,https://img-global.cpcdn.com/recipes/3e65f7fdb0f60082/680x482cq70/nasi-goreng-kikil-kambing-foto-resep-utama.jpg,"1/2 mangkuk krengsengan kikil kambing,2 piring nasi putih,Setangkai sawi ijo,1 sdm bumbu nasi goreng (sy pake racik),Bumbu halus,2 siung bawang putih,2 butir bawang merah,1/2 trasi,10 biji cabe rawit merah","Potong dan cuci bersih sawi, tiriskan,Haluskan bawang putih,bawang merah,trasi dan cabe lalu goreng dengan secukupnya minyak dengan api sedang. Setelah wangi masukkan sayur aduk sebentar lalu masukkan kikil sambil trus diaduk lalu masukkan nasi,tuang bumbu racik. Aduk merata kurleb 5 menit. Koreksi rasa dan matikan api.,Tuang dalam piring saji bersama dadar telur dan mentimun. Kalau ada kerupuk lebih mantap,Selamat mencoba","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 6""}]","['krengsengan', 'kikil', 'kambing', 'piring', 'nasi', 'putihsetangkai', 'sawi', 'ijo', 'nasi', 'goreng', 'racikbumbu', 'bawang', 'putih', 'butir', 'bawang', 'merah', 'tras', 'biji', 'cabe', 'rawit', 'merah']"
489. Tempe Goreng Sambal Kucai,https://img-global.cpcdn.com/recipes/800f6dc35f1bb50b/680x482cq70/489-tempe-goreng-sambal-kucai-foto-resep-utama.jpg,"1/2 papan Tempe,1/2 ikat Kucai, potong-potong,1/2 buah Tomat, potong-potong,secukupnya Gula Pasir, Garam, Kaldu Bubuk, Lada Bubuk,1/2 sdt Terasi, opsional,Bumbu Halus,3 siung Bawang Merah,3 siung Bawang Putih,5 buah Cabai Merah Besar,5 buah Cabai Merah Keriting,1 butir Kemiri","Rendam tempe yang sudah dipotong dengan air dan garam selama beberapa menit. Goreng hingga kecoklatan. Angkat lalu tiriskan.,Aku goreng hingga kecoklatan tapi gak kering. Bisa digoreng sampai kering jika suka.,Panaskan sedikit minyak, lalu tumis bumbu halus dan tomat hingga wangi dan matang (tidak berbau langu).,Masukkan semua bumbu, aduk rata lalu cek rasa.,Masukkan tempe dan kucai. Masak hingga bumbu meresap dan kucai agak layu.,Sajikaan..","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 3""}]","['papan', 'tempe', 'kucai', 'potongpotong', 'tomat', 'potongpotongsecukupnya', 'gula', 'pasir', 'garam', 'kaldu', 'bubuk', 'lada', 'bubuk', 'terasi', 'opsionalbumbu', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'cabai', 'merah', 'keriting', 'butir', 'kemiri']"
Oseng tempe udang Pape kacang panjang,https://img-global.cpcdn.com/recipes/5fa8ba55eb9d54fd/680x482cq70/oseng-tempe-udang-pape-kacang-panjang-foto-resep-utama.jpg,"1/2 papan Tempe,secukupnya Udang pape,2 batang Kacang panjang,9 siung Bawang merah,4 siung Bawang putih,4 buah Cabai merah keriting,9 buah Cabai merah kampung,1 buah Tomat,secukupnya penyedap rasa gula garam dan kecap","Siapkan bumbu dan rajang,Potong potong kecil tempenya,Panaskan minyak oseng bumbu lalu masukan udang Pepe yang sudah di cuci bersih masukan tempe dan kacang,Tambahkan penyedap rasa gula garam dan kecap","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 1""}]","['papan', 'tempesecukupnya', 'udang', 'pape', 'kacang', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'keriting', 'cabai', 'merah', 'kampung', 'tomatsecukupnya', 'sedap', 'gula', 'garam', 'kecap']"
Sayur tahu + tempe lombok ijo + labu air,https://img-global.cpcdn.com/recipes/c57f8070b68a9443/680x482cq70/sayur-tahu-tempe-lombok-ijo-labu-air-foto-resep-utama.jpg,"1/2 papan kecil tempe,5 buah tahu kuning,1 sdm bumbu dasar kuning,1/4 potong labu air,1 batang daun bawang potong - potong,6 buah cabe ijo potong - potong,1 buah tomat kecil potong - potong,1/4 butir kelapa,1 bungkus kaldu bubuk,2 sdm gula pasir,2 helai daun salam","Potong - potong tahu + tempe + labu air sesuai selera,Parut 1/4 kelapa, tambah air, bikin santan kental 1 gelas, sisanya santan encer.

Santan kurleb 6 gelas, saya gak mau terlalu kental karena ibu tak suka, bisa juga di ganti santan sachet + tambah air.,Potong serong cabe ijo atau sesuai selera, kalau yang suka pedas bisa di tambah cabenya.,Didihkan santan encer, aduk - aduk agar santan tak pecah, tambahkan daun salam, tambahkan bumbu dasar kuning. 

Saya sengaja bikin bumbu dasar kuning dari sebelum bulan ramadhan.,Masukkan sayuran, tempe +tahu + lombok ijo, biar matang sambil terus di aduk - aduk, tambahkan kaldu bubuk, gula, tes rasa,Tambahkan santan kental, aduk lagi biar mendidih, matikan api.

Taburkan daun bawang yang sudah di potong - potong, tomat yang di potong - potong, terakhir taburkan bawang goreng, sayur tempe + tahu lombok ijo siap di hidangkan","[{""Reaksi"":""😋\n 8""},{""Reaksi"":""❤️\n 13""},{""Reaksi"":""👏\n 8""}]","['papan', 'tempe', 'kuning', 'dasar', 'kuning', 'labu', 'air', 'bawang', 'cabe', 'ijo', 'tomat', 'butir', 'kelapa', 'kaldu', 'bubuk', 'gula', 'pasir', 'helai', 'salam']"
Sambel Tempe bosok tomat ijo,https://img-global.cpcdn.com/recipes/f4d13cc5ee189cd0/680x482cq70/sambel-tempe-bosok-tomat-ijo-foto-resep-utama.jpg,"1/2 papan tempe benguk,1 siung bawang merah,1 siung bawang putih,7 buah Cabai setan,2 buah Cabai merah kriting,2 buah tomat hijau,Minyak untuk menggoreng tempe dan bumbu,Gula, garam, penyedap rasa","Iris tempe sesuai selera. Bumbui kemudian goreng tiriskan.,Goreng bumbu kemudian tiriskan,Ulek bumbu bawang merah, bawang putih, Cabai dan tomat hijau tambahkan juga gula garam dan penyedap rasa sesuai selera.,Setelah bumbu halus, masukkan tempe goreng ulek penyet2 kasar. Cek rasa sambel tempe benguk tomat ijo siap santap menemani nasi hangat.","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""}]","['papan', 'tempe', 'benguk', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'setan', 'cabai', 'merah', 'kriting', 'tomat', 'hijauminyak', 'goreng', 'tempe', 'bumbugula', 'garam', 'sedap']"
Sambal Tempe Kencur,https://img-global.cpcdn.com/recipes/0929266354dc076b/680x482cq70/sambal-tempe-kencur-foto-resep-utama.jpg,"1/2 papan tempe,5 bh cabe setan,5 bh cabe merah keriting,2 siung bawang putin,1 bh bawang merah uk besar,2 cm kencur,secukupnya Gula dan garam,Marinasi tempe:,1/2 sdt garam,1/4 sdt kaldu bubuk,Secukupnya air,Pelengkap:,Kemangi","Potong tempe sesuai selera, marinasi 10 mnt baru goreng, sisihkan,Goreng/rebus cabe dan bawang hingga matang. 

Taruh dicolek tambahkan kencur, gula dan garam. Ulek hingga halus,Masukkan tempe penyet2 dan beri kemangi, sajikan,Sajikan","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 18""},{""Reaksi"":""👏\n 7""}]","['papan', 'tempe', 'cabe', 'setan', 'cabe', 'merah', 'keriting', 'bawang', 'putin', 'bawang', 'merah', 'cm', 'kencursecukupnya', 'gula', 'garammarinasi', 'tempe', 'garam', 'kaldu', 'bubuksecukupnya', 'airpelengkapkemangi']"
Botok tahu tempe daging kemangi,https://img-global.cpcdn.com/recipes/22566ae5afc19338/680x482cq70/botok-tahu-tempe-daging-kemangi-foto-resep-utama.jpg,"1/2 papan tempe,1 butir kelapa parut,1 buah tahu besar,1/4 kg daging yang sudah direbus,1/2 buah jagung,1 ikat kemangi,Sedikit santan / air kelapa,daun salam,sisir Gula jawa,10 buah cabe rawit merah,Daun pisang,Tusuk gigi,Bumbu halus:,7 bawang merah,4 bawang putih,4 cabe merah keriting (aku skip buat anak),1 jempol lengkuas,1 sdt ketumbar,3 kemiri,1 ruas kencur,1 ruas kunyit,2 daun jeruk buang tulang","Siapkan kelapa parut,Potong dadu daging, tahu, tempe campur jadi satu. Masuk kemangi dan jagung pipil,Haluskan bumbu,Campur kelapa parut dan bumbu halus ke tahu tempe daging. Aduk jadi satu hingga merata,Siapkan daun pisang dan beri daun salam dan cabe rawit untuk yang pedas dan tutup pake tusuk gigi..,Kukus hingga matang","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 4""}]","['papan', 'tempe', 'butir', 'kelapa', 'parut', 'daging', 'rebus', 'jagung', 'kemangisedikit', 'santan', 'air', 'kelapadaun', 'salamsisir', 'gula', 'jawa', 'cabe', 'rawit', 'merahdaun', 'pisangtusuk', 'gigibumbu', 'bawang', 'merah', 'bawang', 'putih', 'cabe', 'merah', 'keriting', 'skip', 'anak', 'jempol', 'lengkuas', 'ketumbar', 'kemiri', 'kencur', 'kunyit', 'jeruk', 'buang', 'tulang']"
Tempe Goreng Kecap with Sliced Beef (Bekal Makan Siang Simple),https://img-global.cpcdn.com/recipes/e9ebb8eb5b3412ae/680x482cq70/tempe-goreng-kecap-with-sliced-beef-bekal-makan-siang-simple-foto-resep-utama.jpg,"1/4 papan tempe,100 gr slice beef,1 siung bawang putih,1/2 buah bawang bombay,2 buah cabai (optional),Kecap manis,Garam,Gula,Lada bubuk,Penyedap rasa,100 ml air,Bumbu Marinasi,1/2 sdm saos tiram,1 sdm kecap manis,1/2 sdm saos pedas (sesuai selera),Sayur Pendamping,1/2 bh wortel dipotong bentuk korek api,1/4 bonggol brokoli","Cuci bersih slice beef, kemudian potong menjadi 2 (biar tdk kepanjangan). Kemudian marinasi dgn kecap, saos tiram dan saos pedas. Diamkan min. 30 menit. Kalo aku biasanya semaleman ditaruh di kulkas.,Utk tempe, potong dadu kemudian goreng setengah matang.,Iris tipis-tipis bawang putih, bawang bombay dan cabai. Kemudian tumis dgn sedikit minyak hingga harum.,Masukkan slice beef yg sudah dimarinasi ke wajan yang sama, lalu aduk2 sebentar dan tambahkan air. Tunggu hingga daging empuk (sekitar 5 - 10 menit sih, karna dagingnya kan tipis ya jd cepet empuk),Tambahkan garam, gula, lada, penyedap rasa, kecap manis. Kemudian tes rasa. Jika rasa sudah ok dan daging sudah empuk, masukkan tempe goreng setengah matang dan aduk sampai bumbu meresap. Selesai.,Utk sayur pendampingnya aku pakai wortel dan brokoli rebus. Merebusnya wortel dulu ya sampai setengah matang, lalu masukkan brokoli. Direbusnya sebentar aja biar tidak overcooked. Siap diplating cantik dehh. Selamat mencoba :D","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 8""},{""Reaksi"":""👏\n 3""}]","['papan', 'tempe', 'slice', 'beef', 'bawang', 'putih', 'bawang', 'bombay', 'cabai', 'optionalkecap', 'manisgaramgulalada', 'bubukpenyedap', 'airbumbu', 'marinasi', 'saos', 'tiram', 'kecap', 'manis', 'saos', 'pedas', 'selerasayur', 'damping', 'wortel', 'bentuk', 'korek', 'api', 'bonggol', 'brokoli']"
Tumis Tempe Sawi,https://img-global.cpcdn.com/recipes/7b970d42ac115692/680x482cq70/tumis-tempe-sawi-foto-resep-utama.jpg,"1/2 papan tempe,Segenggam sawi hijau,Air ±75ml,🥬Bumbu:,3 siung bawang merah, iris tipis,1 siung bawang putih, parut/haluskan,Sedikit bawang Bombay, potong2 kecil,Cabe rawit (skip),Cabe merah (skip),Tomat (skip),2 lembar daun salam,1/2 ruas lengkuas,🧂 Seasoning bumbu:,Garam,1 sdm Saus tiram,1 sdt Kecap,2 sdm gula Jawa sisir","Siapkan semua bahan.

✳️Cuci bersih sawi, potong2 sesuai selera. Tiriskan.

✳️Potong tempe kotak2, goreng setengah kering, sisihkan.,Panaskan wajan, beri minyak. Tumis bawang2an sampai harum masukkan daun salam dan lengkuas. Masak sampai bawang sedikit kering. Masukkan tempe, oseng2 sebentar tambahkan air dan semua seasoning bumbunya. Masak sampai mendidih. Masukkan sawi aduk2 merata, kecilkan api masak sampai air menyusut/bisa sampai habis (tergantung selera). Jangan lupa tas rasa. Matikan api jika air sdh menyeusut. Siap dinikmati 😋","[{""Reaksi"":""👏\n 4""}]","['papan', 'tempesegenggam', 'sawi', 'hijauair', 'mlbumbu', 'bawang', 'merah', 'tipis', 'bawang', 'putih', 'paruthaluskansedikit', 'bawang', 'bombay', 'kecilcabe', 'rawit', 'skipcabe', 'merah', 'skiptomat', 'skip', 'salam', 'lengkuas', 'seasoning', 'bumbugaram', 'saus', 'tiram', 'kecap', 'gula', 'jawa', 'sisir']"
Udang Goreng Ketumbar,https://img-global.cpcdn.com/recipes/2ee1517b36469611/680x482cq70/udang-goreng-ketumbar-foto-resep-utama.jpg,"1/2 udang kupas buang kepala,1 sdm ketumbar bubuk,1/2 sdt garam,1/2 sdt gula,1/2 sdt lada,1/2 sdt kaldu bubuk,Bumbum halus:,6 siung bawang putih,3 butir kemiri,4 cm kunyit,3 cm jahe,Sedikit air","Haluskan bumbu halus lalu tambah sedikit air.,Campur semua bahan, marinasi minimal 1 jam,Goreng dg api sedang,Siap disajikan dengan sambel dan lalapan ❤️","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 3""}]","['udang', 'kupas', 'buang', 'kepala', 'ketumbar', 'bubuk', 'garam', 'gula', 'lada', 'kaldu', 'bubukbumbum', 'bawang', 'putih', 'butir', 'kemiri', 'cm', 'kunyit', 'cm', 'jahesedikit', 'air']"
Mie Rebus Medan,https://img-global.cpcdn.com/recipes/96631de88adcc50f/680x482cq70/mie-rebus-medan-foto-resep-utama.jpg,"1/4 udang,10 bawang merah,8 bawang putih,10 Cabai merah (mau pedes bs pake rawit sedikit sesuai selera),4 butir kemiri,2 ruas jahe,2 ruas laos,2 batang sereh,1 sdm udang rebon kering,Sedikit buah pala,4 buah kapulaga,Sedikit cengkeh,Sedikit bunga lawang,Sedikit Gula merah,1 sdt merica,1 ons kacang tanah,secukupnya Larutan maizena,1 kg mie kuning, cuci bersih dan celur air panas sebentar,1/2 kg kentang, potong kotak dan rebus,1/4 tauge, cuci dan celur air panas,5 buah tahu, goreng utuh, lalu potong kotak,Secukupnya daun seledri,Bawang merah goreng,Telur rebus,Sambal rawit,Potongan jeruk nipis,Kerupuk merah","Bersihkan udang, kepala jangan dibuang, cuci bersih, dan rebus untuk ambil kaldunya. Sisihkan airnya, ambil kepala udang, haluskan.,Haluskan bawang merah, bawang putih, jahe, laos, sereh, udang rebon kering, kemiri, buah pala,Gongseng kacang tanah tanpa minyak sebentar, haluskan,Tumis bumbu halus, masukkan sereh, cengkeh, kapulaga, bunga lawang, sampai asat, kemudian masukkan ke kaldu udang tadi bersama kepala udang yg sdh dihaluskan, kemudian masukkan gula merah, dan kacang tanah gongseg yang sudah dihaluskan. Tambah gula garam merica halus dan royco. Tes rasa.

Masukkan larutan maizena, atur kekentalan sesuai selera,Tata dipiring mie kuning, potongan kentang, potongan tahu, dan tauge

Siram kuah

Tambahkan daun seledri, bawang merah goreng, dan telur rebus, serta sambal rawit dan perasan jeruk nipis.

Taburkan kerupuk merah sebagai pelengkap","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 3""},{""Reaksi"":""👏\n 3""}]","['udang', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'pedes', 'bs', 'rawit', 'butir', 'kemiri', 'jahe', 'laos', 'sereh', 'udang', 'rebon', 'keringsedikit', 'pala', 'kapulagasedikit', 'cengkehsedikit', 'bunga', 'lawangsedikit', 'gula', 'merah', 'merica', 'kacang', 'tanahsecukupnya', 'larut', 'maizena', 'mie', 'kuning', 'celur', 'air', 'panas', 'kentang', 'kotak', 'tauge', 'celur', 'air', 'panas', 'goreng', 'utuh', 'kotaksecukupnya', 'seledribawang', 'merah', 'gorengtelur', 'rebussambal', 'rawitpotongan', 'jeruk', 'nipiskerupuk', 'merah']"
Tumis udang sayuran,https://img-global.cpcdn.com/recipes/dc30574c81e69afa/680x482cq70/tumis-udang-sayuran-foto-resep-utama.jpg,"1/4 udang,1 buah wortel,1 buah kentang sedang,8 buah putren (jagung muda),10 butir telur puyuh,secukupnya Daung bawang,1/2 bawang bombai,2 buah Cabai rawit setan,2 buah Cabai kriting merah,2 buah Cabai kriting hijau,1 sendok teh garam,1/2 sendok teh gula pasir,1 sendok teh totole,1 sendok makan saus tiram,Sedikit kecap ikan,Sedikit minyak wijen,Sedikit minyak untuk menumis","Bersihkan udang, buang bagian kepalanya,Potong2 semua bahan sayuran,Masukkan minyak lalu tumis bawang bombai dan Cabai, setelah harum masukkan sayuran dan udang,Setelah agak matang masukkan semua bumbu lalu koreksi rasa

Bila diperlukan tambahkan sedikit air agar wortel cepat matang,Setelah matang lalu angkat dan sajikan","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 2""}]","['udang', 'wortel', 'kentang', 'putren', 'jagung', 'muda', 'butir', 'telur', 'puyuhsecukupnya', 'daung', 'bawang', 'bawang', 'bombai', 'cabai', 'rawit', 'setan', 'cabai', 'kriting', 'merah', 'cabai', 'kriting', 'hijau', 'teh', 'garam', 'teh', 'gula', 'pasir', 'teh', 'totole', 'makan', 'saus', 'tiramsedikit', 'kecap', 'ikansedikit', 'minyak', 'wijensedikit', 'minyak', 'tum']"
Gulai Udang Daun Katuk Pedas,https://img-global.cpcdn.com/recipes/ad71735f0e8373df/680x482cq70/gulai-udang-daun-katuk-pedas-foto-resep-utama.jpg,"1/4 udang,2 ikat sayur katuk,1 ikat kecil kacang panjang,1 asam kandis,Secukupnya santan dari 1 butir kelapa,Secukupnya garam, gula dan kaldu bubuk,1 batang sereh,2 daun salam,2 daun jeruk,Bumbu giling,9 cabe rawit,7 cabe merah keriting,5 bawang merah,2 bawang putih,2 ruas jahe,1,5 ruas kunyit","Siapkan bahan².. Cuci bersih udang, beri air jeruk nipis, sisihkan,Siapkan santan, blender bumbu halus. Tuang ke wajan tambahkan daun jeruk, daun salam dan sereh. Masak santan hingga mendidih, sambil terus diaduk agar santan tidak pecah,Setelah mendidih, masukan udang, masak sebentar. Lalu kacang panjang,masak hingga kacang setengah matang.,Lalu terakhir masukkan daun katuk, aduk rata.. Tambahkan garam, gula dan kaldu jamur.. tes rasa,Setelah matang, kecilkan api, masak sebentar +- 5 menit dg api kecil.,Angkat dan sajikan..","[{""Reaksi"":""😋\n 7""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 6""}]","['udang', 'sayur', 'katuk', 'kacang', 'asam', 'kandissecukupnya', 'santan', 'butir', 'kelapasecukupnya', 'garam', 'gula', 'kaldu', 'bubuk', 'sereh', 'salam', 'jerukbumbu', 'giling', 'cabe', 'rawit', 'cabe', 'merah', 'keriting', 'bawang', 'merah', 'bawang', 'putih', 'jahe', 'kunyit']"
Sambal Goreng Ati Kambing Tanpa Santan,https://img-global.cpcdn.com/recipes/19e770cdf7a5cd74/680x482cq70/sambal-goreng-ati-kambing-tanpa-santan-foto-resep-utama.jpg,"A. Bahan,250 gr hati kambing, secukupnya daun salam & sereh untuk merebus,1 buah kentang,B. Bumbu Halus,5 buah cabe merah keriting,1 buah tomat ukuran kecil,6 buah bawang merah,2 siung bawang putih,2 buah kemiri,1/4 sdt ketumbar bubuk,2 sdm minyak kelapa,C. Bumbu Pelengkap,2 lembar daun salam,3 lembar daun jeruk,2 buah serai,1 ruas lengkuas,Secukupnya gula pasir & garam,300 ml air (sesuai selera)","Rebus hati kambing dengan daun salam dan sereh sampai matang. Potong dadu.,Potong dadu kentang dan di goreng sampai agak kering.,Bumbu B di haluskan dg blender yang ditambah 2 sdm minyak.,Laos & sereh di geprek.,Tumis bumbu halus, laos, sereh, daun salam dan daun jeruk sampai harum. Saya tumis tanpa ditambah minyak lagi. Setelah harum, masukkan air, gula dan garam. Aduk rata & tes rasa.,Setelah air mendidih, masukkan ati kambing & kentang. Aduk sesekali sampai asat & kering.,Sajikan dg nasi hangat. Lebih mantap jika ditambah pete 🤭","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 3""},{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 2""},{""Reaksi"":""👏\n 3""}]","['a', 'hati', 'kambing', 'salam', 'sereh', 'rebus', 'kentangb', 'cabe', 'merah', 'keriting', 'tomat', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'ketumbar', 'bubuk', 'minyak', 'kelapac', 'lengkap', 'salam', 'jeruk', 'serai', 'lengkuassecukupnya', 'gula', 'pasir', 'garam', 'air']"
